"category","register","size","datatype","description_en","description_de","ha_sensor_name","unit","min_max","display_code","scaling_factor","source","rw_spec","rw_implemented"
"Zones - Measurements","3157","1","uint16","Zone 5 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 5 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone5_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","3158","1","bool","Zone 5 pump","Heizkreis 5 Pumpe","zone5_pump","","0-1","","","GTW-08 spec","R","R"
"Zones - Measurements","3159","1","bool","Zone 5 flow measurement","Heizkreis 5 Vorlaufmessung","zone5_flow_measurement","","0-1","mdi:thermometer-check","","GTW-08 spec","R","R"
"Zones - Measurements","3160","1","bool","Zone 5 mixing valve opening","Heizkreis 5 Mischventil öffnend","zone5_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","3161","1","bool","Zone 5 swimming pool pump","Heizkreis 5 Schwimmbadpumpe","zone5_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","3162","1","bool","Zone 5 electrical backup output","Heizkreis 5 Elektro-Backup Ausgang","zone5_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
"Zones - Measurements","3163","2","uint32","Zone 5 pump hours","Heizkreis 5 Pumpenbetriebsstunden","zone5_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Measurements","3165","2","uint32","Zone 5 pump starts","Heizkreis 5 Pumpenstarts","zone5_pump_starts","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Zones - Parameters","3200","1","uint16","Zone 6 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 6 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone6_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","3201","1","uint16","Zone 6 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 6 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone6_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","3205","1","uint16","Zone 6 device type","Heizkreis 6 Gerätetyp","zone6_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","3208","1","uint16","Zone 6 fixed flow setpoint","Heizkreis 6 Vorlaufsollwert (fest)","zone6_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","3209","1","uint16","Zone 6 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 6 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone6_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","3210","1","uint16","Zone 6 comfort setpoint 1","Heizkreis 6 Komfortsollwert 1","zone6_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3211","1","uint16","Zone 6 comfort setpoint 2","Heizkreis 6 Komfortsollwert 2","zone6_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3212","1","uint16","Zone 6 comfort setpoint 3","Heizkreis 6 Komfortsollwert 3","zone6_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3213","1","uint16","Zone 6 comfort setpoint 4","Heizkreis 6 Komfortsollwert 4","zone6_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3214","1","uint16","Zone 6 comfort setpoint 5","Heizkreis 6 Komfortsollwert 5","zone6_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3215","1","uint16","Zone 6 night setback","Heizkreis 6 Nachtabsenkung","zone6_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","3216","1","uint16","Zone 6 cooling setpoint 1","Heizkreis 6 Kühlsollwert 1","zone6_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3217","1","uint16","Zone 6 cooling setpoint 2","Heizkreis 6 Kühlsollwert 2","zone6_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3218","1","uint16","Zone 6 cooling setpoint 3","Heizkreis 6 Kühlsollwert 3","zone6_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3219","1","uint16","Zone 6 cooling setpoint 4","Heizkreis 6 Kühlsollwert 4","zone6_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3220","1","uint16","Zone 6 cooling setpoint 5","Heizkreis 6 Kühlsollwert 5","zone6_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3221","1","uint16","Zone 6 cooling night setback","Heizkreis 6 Kühlung Nachtabsenkung","zone6_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3222","1","uint16","Zone 6 holiday setpoint","Heizkreis 6 Feriensollwert","zone6_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","3223","1","uint16","Zone 6 temporary setpoint","Heizkreis 6 Temporärer Sollwert","zone6_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","3224","1","uint16","Zone 6 room setpoint (manual)","Heizkreis 6 Raumsollwert (manuell)","zone6_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","3225","1","uint16","Zone 6 DHW comfort setpoint","Heizkreis 6 TWW Komfortsollwert","zone6_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3226","1","uint16","Zone 6 DHW reduced setpoint","Heizkreis 6 TWW Reduzierter Sollwert","zone6_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3227","1","uint16","Zone 6 DHW holiday setpoint","Heizkreis 6 TWW Feriensollwert","zone6_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3228","1","uint16","Zone 6 DHW anti-legionella setpoint","Heizkreis 6 TWW Anti-Legionellen-Sollwert","zone6_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","3229","1","uint16","Zone 6 swimming pool setpoint","Heizkreis 6 Schwimmbad-Sollwert","zone6_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3230","1","uint16","Zone 6 process heat setpoint","Heizkreis 6 Prozesswärme-Sollwert","zone6_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","3231","1","uint16","Zone 6 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 6 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone6_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","3232","1","uint16","Zone 6 max flow setpoint","Heizkreis 6 Max. Vorlaufsollwert","zone6_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","3233","1","uint16","Zone 6 cooling mixing circuit setpoint","Heizkreis 6 Kühlsollwert Mischkreis","zone6_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3234","1","uint16","Zone 6 heating curve gradient","Heizkreis 6 Heizkurve Steilheit","zone6_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","3235","1","uint16","Zone 6 heating curve footpoint","Heizkreis 6 Heizkurve Fußpunkt","zone6_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","3236","1","uint16","Zone 6 heating curve footpoint night","Heizkreis 6 Heizkurve Fußpunkt Nacht","zone6_heating_curve_footpoint_night","°C","0-65535","mdi:chart-line","0.1","German parameter list","R/W","R"
"Zones - Parameters","3237","1","uint16","Zone 6 max preheat time","Heizkreis 6 Max. Vorheizzeit","zone6_max_preheat_time","min","0-65535","mdi:clock-start","","German parameter list","R/W","R"
"Zones - Parameters","3238","1","uint16","Zone 6 mixing valve shift","Heizkreis 6 Mischventil Verschiebung","zone6_mixing_valve_shift","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","3239","1","uint16","Zone 6 mixing valve bandwidth","Heizkreis 6 Mischventil Bandbreite","zone6_mixing_valve_bandwidth","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","3240","1","uint16","Zone 6 DHW hysteresis","Heizkreis 6 TWW Hysterese","zone6_dhw_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3241","1","uint16","Zone 6 DHW calorifier offset","Heizkreis 6 TWW Speicher Verschiebung","zone6_dhw_calorifier_offset","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3242","1","uint16","Zone 6 DHW calorifier setpoint raise","Heizkreis 6 TWW Speicher Sollwertanhebung","zone6_dhw_calorifier_raise","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3243","1","uint16","Zone 6 process heat hysteresis","Heizkreis 6 Prozesswärme Hysterese","zone6_process_heat_hysteresis","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","3244","1","uint16","Zone 6 process heat offset","Heizkreis 6 Prozesswärme Verschiebung","zone6_process_heat_offset","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","3245","1","uint16","Zone 6 process heat calorifier raise","Heizkreis 6 Prozesswärme Sollwertanhebung","zone6_process_heat_calorifier_raise","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","3246","1","uint16","Zone 6 DHW calorifier hysteresis","Heizkreis 6 TWW Speicher Hysterese","zone6_dhw_calorifier_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3247","1","uint16","Zone 6 pump post-run","Heizkreis 6 Pumpennachlauf","zone6_pump_post_run","min","0-65535","mdi:pump","","German parameter list","R/W","R"
"Zones - Parameters","3248","1","uint16","Zone 6 time program (0=Time program 1; 1=Time program 2; 2=Time program 3)","Heizkreis 6 Zeitprogramm (0=Zeitprogramm 1; 1=Zeitprogramm 2; 2=Zeitprogramm 3)","zone6_time_program_selected","","0-65535","mdi:clock-outline","","German parameter list","R/W","R"
"Zones - Measurements","3660","1","int16","Zone 6 flow temperature","Heizkreis 6 Vorlauftemperatur","zone6_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","3661","1","uint16","Zone 6 flow setpoint","Heizkreis 6 Temperatursollwert","zone6_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","3662","1","int16","Zone 6 room setpoint","Heizkreis 6 Raumtemperatursollwert","zone6_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","3663","1","int16","Zone 6 outdoor temperature","Heizkreis 6 Außentemperatur","zone6_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","3664","1","int16","Zone 6 room temperature","Heizkreis 6 Raumtemperatur","zone6_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","3665","1","int16","Zone 6 room temperature measured","Heizkreis 6 Raumtemperatur gemessen","zone6_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","3666","1","bool","Zone 6 heat demand","Heizkreis 6 Wärmeanforderung","zone6_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","3667","1","uint16","Zone 6 activity (0=Off; 1=Eco; 2=Comfort; 3=Anti-legionella)","Heizkreis 6 Einstellung (0=Aus; 1=Eco; 2=Komfort; 3=Anti-Legionellen)","zone6_activity","","0-65535","mdi:thermostat","","GTW-08 spec","R","R"
"Zones - Measurements","3668","1","uint16","Zone 6 operating mode (0=Scheduling; 1=Manual; 2=Off; 3=Temporary)","Heizkreis 6 Betriebsart (0=Zeitprogramm; 1=Manuell; 2=Aus; 3=Temporär)","zone6_operating_mode","","0-65535","mdi:cog","","GTW-08 spec","R","R"
"Zones - Measurements","3669","1","uint16","Zone 6 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 6 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone6_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","3670","1","bool","Zone 6 pump","Heizkreis 6 Pumpe","zone6_pump","","0-1","","","GTW-08 spec","R","R"
"Zones - Measurements","3671","1","bool","Zone 6 flow measurement","Heizkreis 6 Vorlaufmessung","zone6_flow_measurement","","0-1","mdi:thermometer-check","","GTW-08 spec","R","R"
"Zones - Measurements","3672","1","bool","Zone 6 mixing valve opening","Heizkreis 6 Mischventil öffnend","zone6_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","3673","1","bool","Zone 6 swimming pool pump","Heizkreis 6 Schwimmbadpumpe","zone6_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","3674","1","bool","Zone 6 electrical backup output","Heizkreis 6 Elektro-Backup Ausgang","zone6_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
"Zones - Measurements","3675","2","uint32","Zone 6 pump hours","Heizkreis 6 Pumpenbetriebsstunden","zone6_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Measurements","3677","2","uint32","Zone 6 pump starts","Heizkreis 6 Pumpenstarts","zone6_pump_starts","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Zones - Parameters","3712","1","uint16","Zone 7 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 7 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone7_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","3713","1","uint16","Zone 7 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 7 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone7_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","3717","1","uint16","Zone 7 device type","Heizkreis 7 Gerätetyp","zone7_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","3720","1","uint16","Zone 7 fixed flow setpoint","Heizkreis 7 Vorlaufsollwert (fest)","zone7_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","3721","1","uint16","Zone 7 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 7 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone7_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","3722","1","uint16","Zone 7 comfort setpoint 1","Heizkreis 7 Komfortsollwert 1","zone7_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3723","1","uint16","Zone 7 comfort setpoint 2","Heizkreis 7 Komfortsollwert 2","zone7_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3724","1","uint16","Zone 7 comfort setpoint 3","Heizkreis 7 Komfortsollwert 3","zone7_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3725","1","uint16","Zone 7 comfort setpoint 4","Heizkreis 7 Komfortsollwert 4","zone7_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3726","1","uint16","Zone 7 comfort setpoint 5","Heizkreis 7 Komfortsollwert 5","zone7_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3727","1","uint16","Zone 7 night setback","Heizkreis 7 Nachtabsenkung","zone7_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","3728","1","uint16","Zone 7 cooling setpoint 1","Heizkreis 7 Kühlsollwert 1","zone7_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3729","1","uint16","Zone 7 cooling setpoint 2","Heizkreis 7 Kühlsollwert 2","zone7_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3730","1","uint16","Zone 7 cooling setpoint 3","Heizkreis 7 Kühlsollwert 3","zone7_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3731","1","uint16","Zone 7 cooling setpoint 4","Heizkreis 7 Kühlsollwert 4","zone7_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3732","1","uint16","Zone 7 cooling setpoint 5","Heizkreis 7 Kühlsollwert 5","zone7_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3733","1","uint16","Zone 7 cooling night setback","Heizkreis 7 Kühlung Nachtabsenkung","zone7_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","3734","1","uint16","Zone 7 holiday setpoint","Heizkreis 7 Feriensollwert","zone7_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","3735","1","uint16","Zone 7 temporary setpoint","Heizkreis 7 Temporärer Sollwert","zone7_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","3736","1","uint16","Zone 7 room setpoint (manual)","Heizkreis 7 Raumsollwert (manuell)","zone7_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","3737","1","uint16","Zone 7 DHW comfort setpoint","Heizkreis 7 TWW Komfortsollwert","zone7_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3738","1","uint16","Zone 7 DHW reduced setpoint","Heizkreis 7 TWW Reduzierter Sollwert","zone7_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3739","1","uint16","Zone 7 DHW holiday setpoint","Heizkreis 7 TWW Feriensollwert","zone7_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3740","1","uint16","Zone 7 DHW anti-legionella setpoint","Heizkreis 7 TWW Anti-Legionellen-Sollwert","zone7_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","3741","1","uint16","Zone 7 swimming pool setpoint","Heizkreis 7 Schwimmbad-Sollwert","zone7_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3742","1","uint16","Zone 7 process heat setpoint","Heizkreis 7 Prozesswärme-Sollwert","zone7_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","3743","1","uint16","Zone 7 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 7 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone7_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","3744","1","uint16","Zone 7 max flow setpoint","Heizkreis 7 Max. Vorlaufsollwert","zone7_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","3745","1","uint16","Zone 7 cooling mixing circuit setpoint","Heizkreis 7 Kühlsollwert Mischkreis","zone7_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3746","1","uint16","Zone 7 heating curve gradient","Heizkreis 7 Heizkurve Steilheit","zone7_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","3747","1","uint16","Zone 7 heating curve footpoint","Heizkreis 7 Heizkurve Fußpunkt","zone7_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","3748","1","uint16","Zone 7 heating curve footpoint night","Heizkreis 7 Heizkurve Fußpunkt Nacht","zone7_heating_curve_footpoint_night","°C","0-65535","mdi:chart-line","0.1","German parameter list","R/W","R"
"Zones - Parameters","3749","1","uint16","Zone 7 max preheat time","Heizkreis 7 Max. Vorheizzeit","zone7_max_preheat_time","min","0-65535","mdi:clock-start","","German parameter list","R/W","R"
"Zones - Parameters","3750","1","uint16","Zone 7 mixing valve shift","Heizkreis 7 Mischventil Verschiebung","zone7_mixing_valve_shift","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","3751","1","uint16","Zone 7 mixing valve bandwidth","Heizkreis 7 Mischventil Bandbreite","zone7_mixing_valve_bandwidth","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","3752","1","uint16","Zone 7 DHW hysteresis","Heizkreis 7 TWW Hysterese","zone7_dhw_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3753","1","uint16","Zone 7 DHW calorifier offset","Heizkreis 7 TWW Speicher Verschiebung","zone7_dhw_calorifier_offset","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3754","1","uint16","Zone 7 DHW calorifier setpoint raise","Heizkreis 7 TWW Speicher Sollwertanhebung","zone7_dhw_calorifier_raise","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3755","1","uint16","Zone 7 process heat hysteresis","Heizkreis 7 Prozesswärme Hysterese","zone7_process_heat_hysteresis","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","3756","1","uint16","Zone 7 process heat offset","Heizkreis 7 Prozesswärme Verschiebung","zone7_process_heat_offset","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","3757","1","uint16","Zone 7 process heat calorifier raise","Heizkreis 7 Prozesswärme Sollwertanhebung","zone7_process_heat_calorifier_raise","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","3758","1","uint16","Zone 7 DHW calorifier hysteresis","Heizkreis 7 TWW Speicher Hysterese","zone7_dhw_calorifier_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","3759","1","uint16","Zone 7 pump post-run","Heizkreis 7 Pumpennachlauf","zone7_pump_post_run","min","0-65535","mdi:pump","","German parameter list","R/W","R"
"Zones - Parameters","3760","1","uint16","Zone 7 time program (0=Time program 1; 1=Time program 2; 2=Time program 3)","Heizkreis 7 Zeitprogramm (0=Zeitprogramm 1; 1=Zeitprogramm 2; 2=Zeitprogramm 3)","zone7_time_program_selected","","0-65535","mdi:clock-outline","","German parameter list","R/W","R"
"Zones - Measurements","4172","1","int16","Zone 7 flow temperature","Heizkreis 7 Vorlauftemperatur","zone7_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","4173","1","uint16","Zone 7 flow setpoint","Heizkreis 7 Temperatursollwert","zone7_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","4174","1","int16","Zone 7 room setpoint","Heizkreis 7 Raumtemperatursollwert","zone7_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","4175","1","int16","Zone 7 outdoor temperature","Heizkreis 7 Außentemperatur","zone7_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","4176","1","int16","Zone 7 room temperature","Heizkreis 7 Raumtemperatur","zone7_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","4177","1","int16","Zone 7 room temperature measured","Heizkreis 7 Raumtemperatur gemessen","zone7_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","4178","1","bool","Zone 7 heat demand","Heizkreis 7 Wärmeanforderung","zone7_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","4181","1","uint16","Zone 7 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 7 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone7_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","4184","1","bool","Zone 7 mixing valve opening","Heizkreis 7 Mischventil öffnend","zone7_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","4185","1","bool","Zone 7 swimming pool pump","Heizkreis 7 Schwimmbadpumpe","zone7_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","4186","1","bool","Zone 7 electrical backup output","Heizkreis 7 Elektro-Backup Ausgang","zone7_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
